DateTime,Load,Rainfall,Is_Weekend,Is_Holiday,Humidity,Temp,Hour_Sin,Hour_Cos,Apparent_Temp,Has_Rainfall
2012/1/2 0:00,4167.069828,0.0,0,1,63.8797895853153,9.942150449267686,0.0,1.0,8.516562743826858,0
2012/1/2 0:15,4057.76111,0.0,0,1,63.925805285319925,9.789608879497456,0.065403129230143,0.9978589232386036,8.339687649776206,0
2012/1/2 0:30,3856.441102,0.0,0,1,63.97533660832603,9.650764180896305,0.1305261922200515,0.9914448613738104,8.179167770693374,0
2012/1/2 0:45,3732.361612,0.0,0,1,64.02832260579459,9.526250085833455,0.1950903220161282,0.9807852804032304,8.035684563050854,0
2012/1/2 1:00,3578.383133,0.0,0,1,64.08470232918656,9.416700326678136,0.2588190451025207,0.9659258262890684,7.909924159997736,0
2012/1/2 1:15,3552.891242,0.0,0,1,64.1444148299629,9.322748635799572,0.3214394653031616,0.9469301294951056,7.802578160155358,0
2012/1/2 1:30,3452.431834,0.0,0,1,64.20739915958455,9.245028745566987,0.3826834323650898,0.9238795325112868,7.714344457275704,0
2012/1/2 1:45,3372.643611,0.0,0,1,64.27359436951252,9.184174388349613,0.4422886902190012,0.8968727415326884,7.645928117623885,0
2012/1/2 2:00,3230.196492,0.0,0,1,64.34293951120772,9.140819296516671,0.4999999999999999,0.8660254037844387,7.598042312775034,0
2012/1/2 2:15,3154.967948,0.0,0,1,64.41537363613115,9.115597202437398,0.5555702330196022,0.8314696123025452,7.571409316431293,0
2012/1/2 2:30,3102.817159,0.0,0,1,64.49083579574375,9.109141838481008,0.6087614290087207,0.7933533402912352,7.566761574879335,0
2012/1/2 2:45,3046.216883,0.0,0,1,64.5692650415065,9.122086937016734,0.6593458151000688,0.7518398074789774,7.584842861839368,0
2012/1/2 3:00,3084.157948,0.0,0,1,64.65060042488034,9.1550662304138,0.7071067811865476,0.7071067811865476,7.626409529718554,0
2012/1/2 3:15,3052.841789,0.0,0,1,64.73478099732624,9.208713451041431,0.7518398074789774,0.6593458151000688,7.692231870696201,0
2012/1/2 3:30,3022.09308,0.0,0,1,64.82174581030516,9.283662331268856,0.7933533402912352,0.6087614290087207,7.783095602655639,0
2012/1/2 3:45,2916.73556,0.0,0,1,64.91143391527808,9.380546603465309,0.8314696123025451,0.5555702330196024,7.899803496763745,0
2012/1/2 4:00,2920.784922,0.0,0,1,65.00378436370592,9.5,0.8660254037844386,0.5000000000000001,8.04317716551147,0
2012/1/2 4:15,3011.466439,0.0,0,1,65.09873620704968,9.64235375222002,0.8968727415326884,0.4422886902190012,8.213704337760468,0
2012/1/2 4:30,2985.230946,0.0,0,1,65.19622849677029,9.806729087383852,0.9238795325112868,0.3826834323650898,8.410472224915338,0
2012/1/2 4:45,3000.412804,0.0,0,1,65.29620028432875,9.991944731727832,0.9469301294951056,0.3214394653031617,8.632223607784322,0
2012/1/2 5:00,2998.010017,0.0,0,1,65.39859062118599,10.196819411488304,0.9659258262890684,0.2588190451025207,8.877708412451415,0
2012/1/2 5:15,2966.495687,0.0,0,1,65.50333855880297,10.4201718529016,0.9807852804032304,0.1950903220161283,9.145681618081555,0
2012/1/2 5:30,2970.603055,0.0,0,1,65.6103831486407,10.660820782204064,0.9914448613738104,0.1305261922200517,9.434901224102402,0
2012/1/2 5:45,3025.913619,0.0,0,1,65.71966344216007,10.917584925632037,0.9978589232386036,0.0654031292301432,9.744126261733957,0
2012/1/2 6:00,3069.217426,0.0,0,1,65.83111849082206,11.18928300942185,1.0,0.0,10.072114837753489,0
2012/1/2 6:15,3238.314519,0.0,0,1,65.94468734608768,11.474733759809844,0.9978589232386036,-0.065403129,10.417622201169788,0
2012/1/2 6:30,3313.449749,0.0,0,1,66.06030905941783,11.772755903032362,0.9914448613738104,-0.130526192,10.779398826174834,0
2012/1/2 6:45,3284.764133,0.0,0,1,66.17792268227352,12.082168165325738,0.9807852804032304,-0.195090322,11.156188507372258,0
2012/1/2 7:00,3438.468684,0.0,0,1,66.29746726611567,12.401789272926314,0.9659258262890684,-0.258819045,11.546726465873618,0
2012/1/2 7:15,3528.245967,0.0,0,1,66.41888186240527,12.730437952070426,0.9469301294951056,-0.321439465,11.949737467421231,0
2012/1/2 7:30,3749.038434,0.0,0,1,66.54210552260328,13.066932928994415,0.9238795325112868,-0.382683432,12.363933956251287,0
2012/1/2 7:45,3961.900181,0.0,0,1,66.66707729817065,13.41009292993462,0.8968727415326884,-0.44228869,12.788014210955891,0
2012/1/2 8:00,4245.044054,0.0,0,1,66.79373624056835,13.758736681127374,0.8660254037844387,-0.5,13.22066053113646,0
2012/1/2 8:15,4750.247796,0.0,0,1,66.92202140125733,14.111682908809025,0.8314696123025451,-0.555570233,13.660537466154352,0
2012/1/2 8:30,5015.396908,0.0,0,1,67.05187183169855,14.467750339215902,0.7933533402912352,-0.608761429,14.106290099764472,0
2012/1/2 8:45,5262.061118,0.0,0,1,67.18322658335299,14.825757698584349,0.7518398074789774,-0.659345815,14.556542406843398,0
2012/1/2 9:00,5381.168388,0.0,0,1,67.31602470768159,15.184523713150703,0.7071067811865476,-0.707106781,15.00989570077004,0
2012/1/2 9:15,5617.123701,0.0,0,1,67.45020525614532,15.542867109151304,0.659345815100069,-0.751839807,15.46492719225283,0
2012/1/2 9:30,5684.413668,0.0,0,1,67.58570728020516,15.899606612822492,0.6087614290087209,-0.79335334,15.920188682487003,0
2012/1/2 9:45,5822.905806,0.0,0,1,67.72246983132203,16.2535609504006,0.5555702330196025,-0.831469612,16.3742054154275,0
2012/1/2 10:00,5997.735987,0.0,0,1,67.86043196095693,16.603548848121974,0.4999999999999999,-0.866025404,16.825475115632322,0
2012/1/2 10:15,6041.616168,0.0,0,1,67.9995327205708,16.948389032222952,0.4422886902190017,-0.896872742,17.27246723951861,0
2012/1/2 10:30,6086.476825,0.0,0,1,68.13971116162462,17.286900228939864,0.3826834323650899,-0.923879533,17.71362246892756,0
2012/1/2 10:45,6162.72125,0.0,0,1,68.28090633557932,17.617901164509057,0.3214394653031617,-0.946930129,18.14735247656015,0
2012/1/2 11:00,6238.202188,0.0,0,1,68.4230572938959,17.94021056516687,0.258819045102521,-0.965925826,18.57203999306767,0
2012/1/2 11:15,6377.563931,0.0,0,1,68.56610308803529,18.25264715714963,0.1950903220161281,-0.98078528,18.986039205304827,0
2012/1/2 11:30,6381.621538,0.0,0,1,68.70998276945846,18.55402966669369,0.130526192220052,-0.991444861,19.38767651442284,0
2012/1/2 11:45,6212.945231,0.0,0,1,68.8546353896264,18.84317682003539,0.0654031292301431,-0.997858923,19.77525168104421,0
2012/1/2 12:00,6030.15523,0.0,0,1,69.0,19.118907343411053,0.0,-1.0,20.147039382672283,0
