DateTime,Load,Rainfall,Is_Weekend,Is_Holiday,Humidity,Temp,Apparent_Temp,Hour_Sin,Hour_Cos,Has_Rainfall
2012/1/2 0:00,2755.238848,0,0,1,54.55545382258007,13.2888459515396,12.03134550412107,0,1,0
2012/1/2 0:15,2681.86864,0,0,1,54.5465680969584,13.191088944005628,11.91572284113473,0.065403129230143,0.9978589232386036,0
2012/1/2 0:30,2609.428288,0,0,1,54.54319847865624,13.102003835926432,11.810681302412767,0.1305261922200515,0.9914448613738104,0
2012/1/2 0:45,2532.406336,0,0,1,54.54526685088071,13.022009624149216,11.7166807872492,0.1950903220161282,0.9807852804032304,0
2012/1/2 1:00,2439.974656,0,0,1,54.552695096838974,12.951525305521178,11.634183553963096,0.2588190451025207,0.9659258262890684,0
2012/1/2 1:15,2382.56848,0,0,1,54.565405099738186,12.89096987688951,11.563654601697708,0.3214394653031616,0.9469301294951056,0
2012/1/2 1:30,2332.313824,0,0,1,54.58331874278549,12.840762335101411,11.505562068951708,0.3826834323650898,0.9238795325112868,0
2012/1/2 1:45,2298.736288,0,0,1,54.60635790918805,12.801321677004076,11.46037765109764,0.4422886902190012,0.8968727415326884,0
2012/1/2 2:00,2260.995136,0,0,1,54.63444448215299,12.773066899444707,11.428577039382189,0.4999999999999999,0.8660254037844387,0
2012/1/2 2:15,2229.442432,0,0,1,54.66750034488749,12.756416999270495,11.410640384162246,0.5555702330196022,0.8314696123025452,0
2012/1/2 2:30,2203.855264,0,0,1,54.705447380598685,12.75179097332864,11.407052785413136,0.6087614290087207,0.7933533402912352,0
2012/1/2 2:45,2175.17056,0,0,1,54.74820747249372,12.759607818466336,11.418304813853169,0.6593458151000688,0.7518398074789774,0
2012/1/2 3:00,2152.093024,0,0,1,54.79570250377974,12.780286531530782,11.444893066366166,0.7071067811865476,0.7071067811865476,0
2012/1/2 3:15,2146.978048,0,0,1,54.84785435766392,12.814246109369174,11.487320759773402,0.7518398074789774,0.6593458151000688,0
2012/1/2 3:30,2131.904416,0,0,1,54.90458491735341,12.861905548828712,11.546098367413482,0.7933533402912352,0.6087614290087207,0
2012/1/2 3:45,2128.615264,0,0,1,54.965816066055325,12.923683846756589,11.62174430343705,0.8314696123025451,0.5555702330196024,0
2012/1/2 4:00,2111.425024,0,0,1,55.03146968697684,13,11.714785660218164,0.8660254037844386,0.5000000000000001,0
